pattern	constr_id	sent_id	correct_number	form	class	type	prefix	n_attr	punct	freq	len_context	len_prefix	sent
L__NOUN_VERB_VERB	18	4	sing	understands	correct	generated	The unacceptable privileged photography I have filled	0	False	228	4	7	The unacceptable privileged photography I have filled affects that in the kidney of Agra eighteen complaint of the voting is individually described in the career the journey before the tug , this therapy paid after the tripartite harness . <eos>
L__NOUN_VERB_VERB	18	4	sing	understand	wrong	generated	The unacceptable privileged photography I have filled	0	False	2723	4	7	The unacceptable privileged photography I have filled affects that in the kidney of Agra eighteen complaint of the voting is individually described in the career the journey before the tug , this therapy paid after the tripartite harness . <eos>
R__VERB_NOUN_CCONJ_VERB	1	2	plur	respond	correct	generated	I refer we perfectly provide the pub and	0	False	1271	4	8	I refer we perfectly provide the pub and propose to CST . <eos>
R__VERB_NOUN_CCONJ_VERB	1	2	plur	responds	wrong	generated	I refer we perfectly provide the pub and	0	False	375	4	8	I refer we perfectly provide the pub and propose to CST . <eos>
R__VERB_NOUN_CCONJ_VERB	4	2	plur	toss	correct	generated	Come me throw if you pay any moors or	0	False	236	4	9	Come me throw if you pay any moors or suck anything unlimited . <eos>
R__VERB_NOUN_CCONJ_VERB	4	2	plur	tosses	wrong	generated	Come me throw if you pay any moors or	0	False	69	4	9	Come me throw if you pay any moors or suck anything unlimited . <eos>
L__NOUN_VERB_VERB	24	0	plur	look	correct	original	Workers who do these introductions	0	False	5041	5	5	Workers who do these introductions look at the interaction objectively ; and it 's good to see they are able and willing to say no if they feel there would be a problem . <eos>
L__NOUN_VERB_VERB	24	0	plur	looks	wrong	original	Workers who do these introductions	0	False	1653	5	5	Workers who do these introductions look at the interaction objectively ; and it 's good to see they are able and willing to say no if they feel there would be a problem . <eos>
R__VERB_NOUN_CCONJ_VERB	14	0	sing	spills	correct	original	The first thing you notice when you arrive on location is that the waiting line literally goes out the door and	0	False	118	5	21	The first thing you notice when you arrive on location is that the waiting line literally goes out the door and spills into the parking lot . <eos>
R__VERB_NOUN_CCONJ_VERB	14	0	sing	spill	wrong	original	The first thing you notice when you arrive on location is that the waiting line literally goes out the door and	0	False	220	5	21	The first thing you notice when you arrive on location is that the waiting line literally goes out the door and spills into the parking lot . <eos>
R__VERB_NOUN_CCONJ_VERB	5	8	plur	reflect	correct	generated	Come me create if you tell any records or	0	False	1968	4	9	Come me create if you tell any records or recognize anything ugly . <eos>
R__VERB_NOUN_CCONJ_VERB	5	8	plur	reflects	wrong	generated	Come me create if you tell any records or	0	False	1138	4	9	Come me create if you tell any records or recognize anything ugly . <eos>
R__VERB_NOUN_CCONJ_VERB	1	9	plur	realise	correct	generated	I decide we willingly prefer the hamster and	0	False	247	4	8	I decide we willingly prefer the hamster and meet to McDonald . <eos>
R__VERB_NOUN_CCONJ_VERB	1	9	plur	realises	wrong	generated	I decide we willingly prefer the hamster and	0	False	203	4	8	I decide we willingly prefer the hamster and meet to McDonald . <eos>
L__NOUN_VERB_VERB	19	5	plur	assume	correct	generated	the electoral parties we tolerate in our label	1	False	1201	6	8	the electoral parties we tolerate in our label enjoy ; we manage percentage tutorial for easter , climate chili and warning - rein for Christianity . <eos>
L__NOUN_VERB_VERB	19	5	plur	assumes	wrong	generated	the electoral parties we tolerate in our label	1	False	647	6	8	the electoral parties we tolerate in our label enjoy ; we manage percentage tutorial for easter , climate chili and warning - rein for Christianity . <eos>
L__NOUN_VERB_VERB	13	1	sing	enters	correct	generated	"Because of the traveler that his conservative lunch with TX England had dominated him , he began times massive as : "" You can reflect a soup and a propane , eighteen shrapnel you ca n't verify"	0	True	1492	5	37	"Because of the traveler that his conservative lunch with TX England had dominated him , he began times massive as : "" You can reflect a soup and a propane , eighteen shrapnel you ca n't verify understands why you 're toxic increasingly "" and testified beliefs to the "" Lewis Texas "" waist pulling that "" largely he booked Rude plants to concur rapidly sensitive as a growth "" . <eos>"
L__NOUN_VERB_VERB	13	1	sing	enter	wrong	generated	"Because of the traveler that his conservative lunch with TX England had dominated him , he began times massive as : "" You can reflect a soup and a propane , eighteen shrapnel you ca n't verify"	0	True	3610	5	37	"Because of the traveler that his conservative lunch with TX England had dominated him , he began times massive as : "" You can reflect a soup and a propane , eighteen shrapnel you ca n't verify understands why you 're toxic increasingly "" and testified beliefs to the "" Lewis Texas "" waist pulling that "" largely he booked Rude plants to concur rapidly sensitive as a growth "" . <eos>"
L__NOUN_VERB_VERB	13	8	sing	ensures	correct	generated	"Because of the spreadsheet that his hostile tomorrow with Janet Alaska had tended him , he waited cm necessary as : "" You can foresee a hour and a thermometer , eighteen requirement you ca n't come"	0	True	399	5	37	"Because of the spreadsheet that his hostile tomorrow with Janet Alaska had tended him , he waited cm necessary as : "" You can foresee a hour and a thermometer , eighteen requirement you ca n't come involves why you 're visual effectively "" and belonged courses to the "" Baudelaire Brazil "" team preventing that "" potentially he refused Few policies to settle just western as a foster "" . <eos>"
L__NOUN_VERB_VERB	13	8	sing	ensure	wrong	generated	"Because of the spreadsheet that his hostile tomorrow with Janet Alaska had tended him , he waited cm necessary as : "" You can foresee a hour and a thermometer , eighteen requirement you ca n't come"	0	True	3569	5	37	"Because of the spreadsheet that his hostile tomorrow with Janet Alaska had tended him , he waited cm necessary as : "" You can foresee a hour and a thermometer , eighteen requirement you ca n't come involves why you 're visual effectively "" and belonged courses to the "" Baudelaire Brazil "" team preventing that "" potentially he refused Few policies to settle just western as a foster "" . <eos>"
L__NOUN_VERB_VERB	17	2	sing	affirms	correct	generated	The healthy trip masks realize there	1	False	80	4	6	The healthy trip masks realize there appears lose to the freighter . <eos>
L__NOUN_VERB_VERB	17	2	sing	affirm	wrong	generated	The healthy trip masks realize there	1	False	127	4	6	The healthy trip masks realize there appears lose to the freighter . <eos>
R__VERB_NOUN_CCONJ_VERB	8	9	sing	hears	correct	generated	It depends the trader for discomfort announcement and	0	False	400	7	8	It depends the trader for discomfort announcement and sends , “ We are deployed that the Heard should not adopt with conventional - conversation colleges who pose to collect and develop directly and onwards in the residents , directions , and habits of homemade curve . ” <eos>
R__VERB_NOUN_CCONJ_VERB	8	9	sing	hear	wrong	generated	It depends the trader for discomfort announcement and	0	False	1692	7	8	It depends the trader for discomfort announcement and sends , “ We are deployed that the Heard should not adopt with conventional - conversation colleges who pose to collect and develop directly and onwards in the residents , directions , and habits of homemade curve . ” <eos>
L__NOUN_VERB_VERB	17	4	sing	enjoys	correct	generated	The maximum dirt pairs become there	1	False	556	4	6	The maximum dirt pairs become there explains translate to the theatre . <eos>
L__NOUN_VERB_VERB	17	4	sing	enjoy	wrong	generated	The maximum dirt pairs become there	1	False	1428	4	6	The maximum dirt pairs become there explains translate to the theatre . <eos>
L__NOUN_VERB_VERB	5	3	sing	operates	correct	generated	Additionally , the urban interceptor cleaned for aunt	0	True	3023	4	8	Additionally , the urban interceptor cleaned for aunt includes whether our Advice ( the electrostatic oil and fully the instability they provide to participate ) is or objects not an odd honesty under the responsibility . <eos>
L__NOUN_VERB_VERB	5	3	sing	operate	wrong	generated	Additionally , the urban interceptor cleaned for aunt	0	True	3809	4	8	Additionally , the urban interceptor cleaned for aunt includes whether our Advice ( the electrostatic oil and fully the instability they provide to participate ) is or objects not an odd honesty under the responsibility . <eos>
R__VERB_NOUN_CCONJ_VERB	7	2	sing	recommends	correct	generated	As you suffer above the provision , the plenty of the superior migrant goes your drama and	0	True	311	4	17	As you suffer above the provision , the plenty of the superior migrant goes your drama and sends you contain newer and clearer . <eos>
R__VERB_NOUN_CCONJ_VERB	7	2	sing	recommend	wrong	generated	As you suffer above the provision , the plenty of the superior migrant goes your drama and	0	True	454	4	17	As you suffer above the provision , the plenty of the superior migrant goes your drama and sends you contain newer and clearer . <eos>
L__NOUN_VERB_VERB	23	9	sing	meets	correct	generated	Well , unless indeed quietly the third position he phoned in the marketing	0	True	1994	6	13	Well , unless indeed quietly the third position he phoned in the marketing reads out . <eos>
L__NOUN_VERB_VERB	23	9	sing	meet	wrong	generated	Well , unless indeed quietly the third position he phoned in the marketing	0	True	5674	6	13	Well , unless indeed quietly the third position he phoned in the marketing reads out . <eos>
R__VERB_NOUN_CCONJ_VERB	9	3	plur	come	correct	generated	I deserve this arrogant shine and	0	False	10674	5	6	I deserve this arrogant shine and represent to throw this rude id . <eos>
R__VERB_NOUN_CCONJ_VERB	9	3	plur	comes	wrong	generated	I deserve this arrogant shine and	0	False	5252	5	6	I deserve this arrogant shine and represent to throw this rude id . <eos>
L__NOUN_VERB_VERB	3	8	sing	tends	correct	generated	I remain the salsa you preceded to me	0	False	1298	5	8	I remain the salsa you preceded to me leads to the Belgium Pew at Europe ( ran in Nicobar ) . <eos>
L__NOUN_VERB_VERB	3	8	sing	tend	wrong	generated	I remain the salsa you preceded to me	0	False	3201	5	8	I remain the salsa you preceded to me leads to the Belgium Pew at Europe ( ran in Nicobar ) . <eos>
